Test ID,Nhóm,Test Name,Purpose,Pre-condition,Test Equipment,Test Procedure,Acceptance Criteria,Expected result,Th?i gian,Giá tr? ?o th?c t?,Pass/Fail,Evidence / Log,Executed By,Executed Date,Severity khi Fail
ST-THM-001,Thermal Stress,CPU Thermal,Ki?m tra nhi?t ?? CPU khi robot ch?y workload và xác nh?n nhi?t ?? không v??t gi?i h?n thi?t k?.,Robot kh?i ??ng bình th??ng; pin ?50%; khu v?c an toàn; không l?i Critical; logging b?t; ?ã xác ??nh gi?i h?n nhi?t CPU.,Thermal camera; temperature sensor/telemetry; monitoring PC; công c? t?o CPU workload.,"1. ??t robot ? khu v?c an toàn và ki?m tra E-stop.
2. Ghi nhi?t ?? CPU khi robot ch?a ch?y workload.
3. B?t workload CPU theo profile.
4. B?t ??u tính th?i gian test.
5. Ghi nhi?t ?? CPU m?i 1 phút.
6. Ghi thêm CPU load và frequency n?u monitoring tool có.
7. Xác ??nh nhi?t ?? cao nh?t (Peak) và nhi?t ?? ?n ??nh (Steady-state).
8. Theo dõi c?nh báo thermal và xem robot có t? shutdown/reboot không.
9. D?ng workload sau khi ?? th?i gian.
10. Ki?m tra log và ghi k?t qu?.",Nhi?t ?? CPU t?ng theo workload r?i ?n ??nh trong gi?i h?n thi?t k?; robot v?n ho?t ??ng bình th??ng.,Peak CPU temperature ? gi?i h?n thi?t k?; không thermal shutdown ngoài tiêu chí; không Critical error/reboot.,1–8 h,,,,,,Major
ST-THM-002,Thermal Stress,GPU Thermal,Ki?m tra nhi?t ?? GPU khi GPU ch?y workload cao.,Robot bình th??ng; pin ?50%; khu v?c an toàn; không l?i Critical; logging b?t; ?ã xác ??nh gi?i h?n nhi?t GPU.,Thermal camera; temperature telemetry; monitoring PC; công c? t?o GPU workload.,"1. Ki?m tra E-stop và khu v?c test.
2. Ghi nhi?t ?? GPU tr??c khi t?o t?i.
3. Ch?y GPU workload theo profile ?ã phê duy?t.
4. Ghi nhi?t ?? GPU m?i 1 phút.
5. Theo dõi GPU utilization và frequency n?u có.
6. Xác ??nh Peak và Steady-state temperature.
7. Ki?m tra thermal warning/throttling/shutdown.
8. Sau ?? th?i gian, d?ng workload.
9. Ki?m tra log.",Nhi?t ?? GPU t?ng r?i ?n ??nh trong gi?i h?n; GPU không gây crash ho?c thermal shutdown ngoài d? ki?n.,Peak GPU temperature ? gi?i h?n thi?t k?; không thermal shutdown ngoài tiêu chí; không Critical error/reboot.,1–8 h,,,,,,Major
ST-THM-003,Thermal Stress,Motor Thermal,Ki?m tra nhi?t ?? motor khi robot th?c hi?n chuy?n ??ng/t?i ???c yêu c?u.,Robot bình th??ng; pin ?50%; khu v?c chuy?n ??ng an toàn; E-stop ho?t ??ng; không l?i Critical; ?ã xác ??nh gi?i h?n nhi?t motor.,Thermal camera; motor temperature telemetry; monitoring PC; robot motion/load profile.,"1. Ki?m tra khu v?c robot chuy?n ??ng an toàn.
2. Ghi nhi?t ?? t?ng motor c?n theo dõi tr??c test.
3. Ch?y motion/load profile.
4. Ghi nhi?t ?? motor m?i 1 phút.
5. Theo dõi current, speed/torque n?u có.
6. Xác ??nh motor có nhi?t ?? cao nh?t.
7. Ki?m tra thermal warning/fault.
8. D?ng motion n?u motor ??t gi?i h?n an toàn.
9. Sau test ki?m tra nhi?t ?? gi?m và xem log.",Nhi?t motor t?ng theo t?i r?i ?n ??nh trong gi?i h?n; không thermal fault ngoài d? ki?n.,Peak motor temperature ? gi?i h?n thi?t k?; không thermal shutdown/fault ngoài tiêu chí; không m?t ?i?u khi?n.,1–8 h,,,,,,Major
ST-THM-004,Thermal Stress,Driver Thermal,Ki?m tra nhi?t ?? driver ?i?u khi?n motor khi ho?t ??ng liên t?c.,Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; không l?i Critical; ?ã xác ??nh gi?i h?n nhi?t driver.,Thermal camera; driver temperature telemetry; monitoring PC; motion/load profile.,"1. Ghi nhi?t ?? driver tr??c test.
2. Ch?y actuator/motion profile theo t?i ?ã phê duy?t.
3. Ghi nhi?t ?? driver m?i 1 phút.
4. Theo dõi current và fault status.
5. Xác ??nh Peak và Steady-state temperature.
6. Ki?m tra driver có c?nh báo over-temperature không.
7. D?ng workload n?u ??t gi?i h?n an toàn.
8. Ki?m tra log sau test.",Driver t?ng nhi?t theo t?i nh?ng v?n trong gi?i h?n; actuator ho?t ??ng bình th??ng.,Peak driver temperature ? gi?i h?n thi?t k?; không thermal shutdown/fault ngoài tiêu chí; không communication loss.,1–8 h,,,,,,Major
ST-THM-005,Thermal Stress,DC/DC Thermal,Ki?m tra nhi?t ?? b? chuy?n ??i DC/DC khi h? th?ng ho?t ??ng.,Robot bình th??ng; pin ?50%; khu v?c an toàn; không l?i Critical; ?ã xác ??nh gi?i h?n nhi?t DC/DC; logging b?t.,Thermal camera; temperature sensor/telemetry; monitoring PC; power/load profile.,"1. Xác ??nh v? trí DC/DC c?n ?o.
2. Ghi nhi?t ?? DC/DC ? tr?ng thái ban ??u.
3. Ch?y t?i h? th?ng theo profile ?ã phê duy?t.
4. Ghi nhi?t ?? DC/DC m?i 1 phút.
5. Theo dõi ?i?n áp vào/ra và dòng n?u telemetry có.
6. Xác ??nh Peak và Steady-state temperature.
7. Ki?m tra c?nh báo quá nhi?t và ?? ?n ??nh ngu?n.
8. D?ng t?i và ki?m tra log.",DC/DC t?ng nhi?t nh?ng ?n ??nh trong gi?i h?n; ?i?n áp ??u ra v?n ?n ??nh.,Peak DC/DC temperature ? gi?i h?n thi?t k?; không thermal shutdown; không l?i ngu?n/?i?n áp ngoài requirement.,1–8 h,,,,,,Major
ST-THM-006,Thermal Stress,Battery Thermal,Ki?m tra nhi?t ?? battery trong quá trình robot ho?t ??ng và ch?u t?i.,Robot bình th??ng; pin ?50%; khu v?c an toàn; BMS ho?t ??ng; ?ã xác ??nh gi?i h?n nhi?t battery; logging b?t.,Thermal camera; BMS/battery temperature telemetry; monitoring PC; power/load profile.,"1. Ki?m tra BMS ?ang ??c nhi?t ?? battery bình th??ng.
2. Ghi nhi?t ?? battery tr??c test.
3. Ch?y workload/power profile.
4. Ghi nhi?t ?? battery m?i 1 phút.
5. Ghi thêm battery voltage/current n?u có.
6. Xác ??nh Peak và Steady-state temperature.
7. Theo dõi BMS warning, over-temperature ho?c protection event.
8. D?ng test n?u ??t gi?i h?n an toàn.
9. Ki?m tra log sau test.",Nhi?t battery t?ng nh?ng n?m trong gi?i h?n; BMS không phát protection ngoài d? ki?n.,Peak battery temperature ? gi?i h?n thi?t k?; không thermal protection ngoài tiêu chí; không Critical battery fault.,1–8 h,,,,,,Major
ST-THM-007,Thermal Stress,Mainboard Thermal,Ki?m tra nhi?t ?? mainboard khi robot ho?t ??ng v?i workload yêu c?u.,Robot bình th??ng; pin ?50%; khu v?c an toàn; không l?i Critical; ?ã xác ??nh gi?i h?n nhi?t mainboard; logging b?t.,Thermal camera; board temperature sensors/telemetry; monitoring PC; CPU/GPU workload.,"1. Xác ??nh v? trí c?m bi?n ho?c vùng mainboard c?n theo dõi.
2. Ghi nhi?t ?? ban ??u.
3. Ch?y workload h? th?ng theo profile ?ã phê duy?t.
4. Ghi nhi?t ?? mainboard m?i 1 phút.
5. Theo dõi CPU/GPU load và các warning liên quan.
6. Xác ??nh vùng/nhi?t ?? cao nh?t.
7. Ki?m tra thermal throttling, shutdown ho?c application crash.
8. D?ng workload và ki?m tra log.",Nhi?t mainboard t?ng r?i ?n ??nh trong gi?i h?n; h? th?ng v?n ho?t ??ng.,Peak mainboard temperature ? gi?i h?n thi?t k?; không thermal shutdown ngoài tiêu chí; không Critical crash/reboot.,1–8 h,,,,,,Major
ST-THM-008,Thermal Stress,Full Robot Thermal Soak,?ánh giá nhi?t toàn h? th?ng khi nhi?u subsystem ho?t ??ng ??ng th?i trong th?i gian dài.,Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; không l?i Critical; ?ã xác ??nh gi?i h?n nhi?t c?a các subsystem; logging b?t.,Thermal camera; temperature sensors/telemetry; monitoring PC; CPU/GPU workload; motion/sensor/AI workload.,"1. Ki?m tra t?t c? subsystem c?n ch?y: CPU, GPU, motor, driver, DC/DC, battery, mainboard và sensor/AI n?u có.
2. Ghi nhi?t ?? baseline c?a các subsystem.
3. Kh?i ??ng workload theo th? t? an toàn ?ã phê duy?t.
4. Duy trì full-system workload trong 1–8 gi?.
5. Ghi nhi?t ?? t?ng subsystem m?i 1 phút.
6. M?i 15 phút ki?m tra peak temperature, system status, CPU/GPU load và warning/fault.
7. Xác ??nh subsystem có nhi?t ?? cao nh?t.
8. Theo dõi thermal throttling/shutdown và ?nh h??ng ??n ch?c n?ng robot.
9. K?t thúc workload theo th? t? an toàn.
10. Ki?m tra log và so sánh nhi?t ?? tr??c/sau test.",Các subsystem nóng lên nh?ng ??t tr?ng thái ?n ??nh trong gi?i h?n; robot không m?t ch?c n?ng do nhi?t.,Peak temperature c?a t?ng subsystem ? gi?i h?n thi?t k?; không thermal shutdown ngoài tiêu chí; không Critical fault/reboot; ch?c n?ng robot duy trì.,1–8 h,,,,,,Major
ST-SYS-001,Full System / Endurance,Full system high load 2h,Ki?m tra toàn b? robot khi CPU/GPU/sensor/AI/motion/logging/communication ho?t ??ng ??ng th?i trong 2 gi?.,Robot kh?i ??ng bình th??ng; pin ?50%; khu v?c an toàn; không l?i Critical; E-stop ho?t ??ng; logging b?t.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. ??t robot ? khu v?c an toàn và ki?m tra E-stop.
2. Ki?m tra robot không có l?i Critical tr??c test.
3. Ki?m tra ngu?n/pin và ghi giá tr? ban ??u.
4. B?t workload th?c t? g?m motion + sensor + AI + logging + communication.
5. B?t ??u tính gi? 2 gi?.
6. Theo dõi CPU/GPU, RAM, nhi?t ??, power, network/CAN và tr?ng thái robot.
7. Ghi các thông s? theo chu k? và ghi ngay m?i warning/error.
8. Ki?m tra robot v?n th?c hi?n ?úng ch?c n?ng trong su?t bài test.
9. Sau 2 gi?, d?ng workload theo th? t? an toàn.
10. Ki?m tra log và các ch?c n?ng chính.","Robot hoàn thành 2 gi?; không crash, reboot, fall ho?c thermal shutdown ngoài tiêu chí; d? li?u và communication v?n ho?t ??ng.",Không Critical failure; không m?t d? li?u nghiêm tr?ng; CPU/GPU/RAM/nhi?t ??/ngu?n/communication và các KPI khác n?m trong requirement.,2 h,,,,,,Major
ST-SYS-002,Full System / Endurance,Full system high load 4h,Ki?m tra kh? n?ng duy trì workload cao c?a toàn h? th?ng trong 4 gi?.,Robot kh?i ??ng bình th??ng; pin ?50%; khu v?c an toàn; không l?i Critical; E-stop ho?t ??ng; logging b?t.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra an toàn và tr?ng thái robot tr??c test.
2. Ghi baseline: ngu?n, nhi?t ?? và tr?ng thái h? th?ng.
3. B?t motion + sensor + AI + logging + communication.
4. Duy trì workload liên t?c trong 4 gi?.
5. Theo dõi CPU/GPU/RAM, nhi?t ??, power, network/CAN và l?i h? th?ng.
6. Ghi d? li?u theo chu k? ?ã th?ng nh?t.
7. N?u có warning/error, ghi th?i ?i?m và n?i dung.
8. Ki?m tra ch?c n?ng robot ??nh k?.
9. K?t thúc workload an toàn và ki?m tra log.",Robot hoàn thành 4 gi? và v?n ho?t ??ng ?n ??nh.,Không Critical failure; không m?t d? li?u nghiêm tr?ng; không crash/reboot/fall/thermal shutdown ngoài tiêu chí; KPI ??t requirement.,4 h,,,,,,Major
ST-SYS-003,Full System / Endurance,8h Endurance,?ánh giá ?? b?n ho?t ??ng th?c t? c?a robot trong 8 gi?.,Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t; không l?i Critical.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra robot, E-stop và khu v?c test.
2. Ghi các giá tr? baseline tr??c khi ch?y.
3. Ch?y workload th?c t? g?m motion + sensor + AI + logging + communication.
4. Duy trì liên t?c 8 gi?.
5. Theo dõi nhi?t ??, ngu?n, CPU/GPU/RAM, communication và log.
6. Ki?m tra ch?c n?ng chính theo chu k?.
7. Ghi m?i warning/error/fault kèm th?i ?i?m.
8. K?t thúc test, d?ng workload và ki?m tra robot/log.",Robot hoàn thành 8 gi? mà không x?y ra l?i nghiêm tr?ng ngoài tiêu chí.,Không Critical failure; không m?t d? li?u nghiêm tr?ng; KPI n?m trong requirement; không crash/reboot/fall/thermal shutdown ngoài tiêu chí.,8 h,,,,,,Major
ST-SYS-004,Full System / Endurance,12h Endurance,?ánh giá ?? ?n ??nh c?a robot trong 12 gi? ho?t ??ng th?c t?.,Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t; không l?i Critical.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra tr?ng thái ban ??u và an toàn.
2. Ghi baseline.
3. B?t ??y ?? workload th?c t?.
4. Duy trì trong 12 gi?.
5. Theo dõi liên t?c ngu?n, nhi?t ??, CPU/GPU/RAM, communication và log.
6. Ki?m tra ch?c n?ng chính theo chu k?.
7. Ghi m?i b?t th??ng.
8. Sau 12 gi? d?ng workload và ki?m tra toàn h? th?ng.",Robot hoàn thành 12 gi?; ch?c n?ng chính và d? li?u v?n ho?t ??ng.,Không Critical failure; không m?t d? li?u nghiêm tr?ng; KPI trong requirement; không crash/reboot/fall/thermal shutdown ngoài tiêu chí.,12 h,,,,,,Major
ST-SYS-005,Full System / Endurance,24h Endurance,?ánh giá ?? b?n dài h?n trong 24 gi?.,Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t; không l?i Critical.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra an toàn và baseline.
2. Kh?i ??ng workload motion + sensor + AI + logging + communication.
3. Duy trì trong 24 gi?.
4. Theo dõi các KPI và log liên t?c.
5. Ki?m tra ch?c n?ng robot theo chu k?.
6. Ghi warning/error/fault và th?i ?i?m x?y ra.
7. Ki?m tra dung l??ng l?u log/d? li?u trong quá trình test.
8. K?t thúc 24 gi?, d?ng workload an toàn.
9. Ki?m tra log và tr?ng thái robot.",Robot hoàn thành 24 gi?; không có l?i nghiêm tr?ng ngoài tiêu chí và d? li?u c?n thi?t ???c l?u.,Không Critical failure; không m?t d? li?u nghiêm tr?ng; KPI ??t requirement; không crash/reboot/fall/thermal shutdown ngoài tiêu chí.,24 h,,,,,,Major
ST-SYS-006,Full System / Endurance,48h Endurance,?ánh giá ?? b?n m? r?ng c?a toàn h? th?ng trong 48 gi?.,Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t; không l?i Critical.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra robot và các thi?t b? giám sát.
2. Ghi baseline.
3. Ch?y workload th?c t? liên t?c.
4. Duy trì 48 gi?.
5. Theo dõi CPU/GPU/RAM, nhi?t ??, ngu?n, communication và log.
6. Ki?m tra ch?c n?ng chính theo chu k?.
7. Ghi m?i warning/error/fault.
8. Ki?m tra d? li?u/log không b? ??y ho?c m?t b?t th??ng.
9. K?t thúc test và ki?m tra toàn h? th?ng.",Robot hoàn thành 48 gi? và v?n duy trì các ch?c n?ng yêu c?u.,Không Critical failure; không m?t d? li?u nghiêm tr?ng; KPI trong requirement; không crash/reboot/fall/thermal shutdown ngoài tiêu chí.,48 h,,,,,,Major
ST-SYS-007,Full System / Endurance,72h Endurance,?ánh giá endurance qualification trong 72 gi?.,Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t; không l?i Critical.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra toàn b? ?i?u ki?n an toàn và baseline.
2. Kh?i ??ng workload th?c t?.
3. Duy trì liên t?c 72 gi?.
4. Theo dõi h? th?ng và ghi KPI theo chu k?.
5. Ki?m tra ch?c n?ng robot ??nh k?.
6. Theo dõi dung l??ng storage/log và communication.
7. Ghi ??y ?? warning/error/fault.
8. N?u có b?t th??ng, ghi evidence và x? lý theo quy trình ?ã phê duy?t.
9. K?t thúc test và th?c hi?n ki?m tra t?ng th?.",Robot hoàn thành 72 gi? mà không phát sinh l?i Critical ngoài tiêu chí; h? th?ng và d? li?u v?n ho?t ??ng.,Không Critical failure; không m?t d? li?u nghiêm tr?ng; KPI ??t requirement; không crash/reboot/fall/thermal shutdown ngoài tiêu chí.,72 h,,,,,,Major
ST-SYS-008,Full System / Endurance,Power + Thermal + Motion Combined,"Ki?m tra ?nh h??ng ??ng th?i gi?a ngu?n, nhi?t và chuy?n ??ng.",Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t; không l?i Critical.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra ngu?n, nhi?t ?? và tr?ng thái motion tr??c test.
2. Ghi baseline voltage/current/power và nhi?t ??.
3. Ch?y motion cùng sensor/AI/communication theo workload th?c t?.
4. Theo dõi ??ng th?i power, nhi?t ?? và motion status.
5. Ghi peak/average power, nhi?t ?? và các motion KPI theo chu k?.
6. Ki?m tra có thermal/power fault ho?c ?nh h??ng ??n motion không.
7. D?ng workload n?u có d?u hi?u nguy hi?m.
8. K?t thúc test và ki?m tra log.",Robot v?n th?c hi?n motion ?n ??nh trong khi ngu?n và nhi?t n?m trong gi?i h?n.,Không Critical failure; không m?t d? li?u nghiêm tr?ng; không power/thermal shutdown ngoài tiêu chí; motion và các KPI ??t requirement.,2–72 h,,,,,,Major
ST-SYS-009,Full System / Endurance,Communication + Sensor + AI Combined,"Ki?m tra ???ng d? li?u khi communication, sensor và AI ho?t ??ng ??ng th?i.",Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t; không l?i Critical.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ki?m tra network/CAN và sensor tr??c test.
2. Ghi baseline message/rate, sensor data và AI status.
3. B?t communication + sensor + AI workload ??ng th?i.
4. Duy trì theo th?i gian test.
5. Theo dõi message rate, latency, dropped data, CPU/GPU/RAM và nhi?t ??.
6. Ki?m tra AI v?n nh?n d? li?u sensor và output bình th??ng.
7. Ghi warning/error/disconnect.
8. K?t thúc workload và ki?m tra log.","Communication, sensor và AI duy trì ???ng d? li?u ?n ??nh; không m?t d? li?u nghiêm tr?ng.",Không Critical failure; không m?t d? li?u nghiêm tr?ng; KPI communication/sensor/AI ??t requirement; không crash/reboot ngoài tiêu chí.,2–72 h,,,,,,Major
ST-SYS-010,Full System / Endurance,Post-Endurance Recovery,Ki?m tra tr?ng thái robot sau khi hoàn thành endurance và kh? n?ng tr? l?i tr?ng thái bình th??ng.,Robot ?ã hoàn thành bài endurance t??ng ?ng; không l?i Critical tr??c khi b?t ??u b??c recovery; khu v?c an toàn; logging b?t.,Robot; power analyzer; thermal camera; PC/log server; network/CAN tools.,"1. Ghi tr?ng thái cu?i c?a robot ngay tr??c khi k?t thúc endurance.
2. D?ng workload theo th? t? an toàn.
3. Ki?m tra robot có warning/fault còn t?n t?i không.
4. Ki?m tra nhi?t ?? và ngu?n sau khi d?ng.
5. Ki?m tra network/CAN và sensor communication.
6. Ki?m tra system log, application log và d? li?u ?ã ghi.
7. Th?c hi?n thao tác recovery/kh?i ??ng l?i n?u quy trình s?n ph?m yêu c?u.
8. Ki?m tra robot tr? l?i tr?ng thái ho?t ??ng bình th??ng.
9. So sánh các KPI tr??c và sau endurance.",Robot tr? l?i tr?ng thái bình th??ng sau endurance; d? li?u/log còn nguyên và các subsystem ho?t ??ng.,Không Critical failure t?n ??ng; không m?t d? li?u nghiêm tr?ng; recovery ?úng requirement; KPI sau test ??t requirement.,30–60 min,,,,,,Major
ST-EX-001,System Integration Stress,CPU + RAM + Storage Concurrent,"Ki?m tra tài nguyên tính toán và I/O khi CPU, RAM và Storage cùng ch?u t?i.",Robot kh?i ??ng bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t.,Robot; PC/SSH; power analyzer; thermal camera; ROS 2 tools; CAN/Ethernet tools tùy bài.,"1. K?t n?i PC/SSH v?i robot.
2. Ki?m tra CPU, RAM, storage và nhi?t ?? tr??c test.
3. B?t workload CPU + RAM + Storage theo profile ?ã phê duy?t.
4. Duy trì 2 gi?.
5. Theo dõi CPU load, RAM usage, swap, storage I/O, nhi?t ?? và log.
6. Ki?m tra ROS 2/application v?n ho?t ??ng.
7. Ghi các l?i I/O, OOM, process restart ho?c storage error.
8. D?ng workload và ki?m tra ch?c n?ng sau test.",Robot hoàn thành workload; h? th?ng v?n ph?n h?i và d? li?u/I/O ho?t ??ng.,Không crash/reboot ngoài d? ki?n; không OOM ho?c storage error nghiêm tr?ng; KPI n?m trong requirement.,2 h,,,,,,Major
ST-EX-002,System Integration Stress,GPU + Camera + AI Concurrent,"Ki?m tra pipeline perception khi GPU, camera và AI ho?t ??ng ??ng th?i.",Robot bình th??ng; pin ?50%; khu v?c an toàn; E-stop ho?t ??ng; logging b?t.,Robot; PC/SSH; power analyzer; thermal camera; ROS 2 tools; camera; AI application.,"1. Ki?m tra camera ?ang stream bình th??ng.
2. Ghi FPS/rate, latency, GPU load và nhi?t ?? baseline.
3. B?t GPU workload cùng camera và AI inference.
4. Duy trì 2 gi?.
5. Theo dõi GPU utilization, temperature, FPS, latency và dropped frame.
6. Ki?m tra AI v?n nh?n d? li?u camera và t?o output.
7. Ghi m?i camera disconnect, node crash, thermal warning ho?c performance degradation.
8. D?ng workload và ki?m tra log.",Pipeline camera + GPU + AI ho?t ??ng ?n ??nh; không m?t d? li?u nghiêm tr?ng.,Không crash/reboot ngoài d? ki?n; không camera disconnect; FPS/latency/dropped frame và nhi?t ?? ??t requirement.,2 h,,,,,,Major
